% Dataset generado por EcoFinance para validacion en Weka Explorer
% Abrir este archivo en Weka Explorer > Preprocess
% Class attribute: target_high_risk {0,1}

@relation ecofinance_risk_training

@attribute expense numeric
@attribute income numeric
@attribute investment numeric
@attribute tx_count numeric
@attribute avg_amount numeric
@attribute outflow numeric
@attribute spend_income_ratio numeric
@attribute net_balance numeric
@attribute target_high_risk {0,1}

@data
810.160000,850.970000,332.270000,15.000000,132.893333,1142.430000,1.342503,-291.460000,1
801.240000,1049.370000,147.780000,10.000000,199.839000,949.020000,0.904371,100.350000,1
1689.890000,1649.360000,122.320000,15.000000,230.771333,1812.210000,1.098735,-162.850000,1
1755.780000,1877.450000,137.420000,10.000000,377.065000,1893.200000,1.008389,-15.750000,1
1672.720000,2049.090000,132.680000,20.000000,192.724500,1805.400000,0.881074,243.690000,0
1311.270000,1537.890000,111.960000,19.000000,155.848421,1423.230000,0.925443,114.660000,1
1350.540000,1525.640000,85.010000,20.000000,148.059500,1435.550000,0.940949,90.090000,1
1618.660000,1693.040000,108.970000,21.000000,162.889048,1727.630000,1.020431,-34.590000,1
1036.610000,1168.920000,101.610000,17.000000,135.714118,1138.220000,0.973736,30.700000,1
817.430000,1058.900000,85.460000,14.000000,140.127857,902.890000,0.852668,156.010000,0
933.710000,1194.440000,86.460000,17.000000,130.271176,1020.170000,0.854099,174.270000,0
812.610000,975.990000,101.700000,20.000000,94.515000,914.310000,0.936803,61.680000,1
792.880000,1144.640000,110.550000,11.000000,186.188182,903.430000,0.789270,241.210000,0
904.010000,998.520000,70.680000,12.000000,164.434167,974.690000,0.976135,23.830000,1
1512.950000,1956.220000,250.910000,13.000000,286.160000,1763.860000,0.901668,192.360000,1
1262.850000,1754.870000,164.000000,15.000000,212.114667,1426.850000,0.813080,328.020000,0
1394.250000,1737.760000,141.060000,10.000000,327.307000,1535.310000,0.883499,202.450000,0
1515.840000,1895.430000,226.960000,21.000000,173.249048,1742.800000,0.919475,152.630000,1
1756.160000,2059.340000,133.660000,16.000000,246.822500,1889.820000,0.917682,169.520000,1
1829.080000,2275.630000,254.520000,13.000000,335.325385,2083.600000,0.915615,192.030000,1
908.060000,1514.450000,128.960000,13.000000,196.266923,1037.020000,0.684750,477.430000,0
1316.660000,1809.010000,161.010000,16.000000,205.417500,1477.670000,0.816839,331.340000,0
1048.350000,1499.530000,152.380000,13.000000,207.712308,1200.730000,0.800738,298.800000,0
1167.060000,1805.040000,164.830000,20.000000,156.846500,1331.890000,0.737873,473.150000,0
1143.190000,1635.340000,210.090000,12.000000,249.051667,1353.280000,0.827522,282.060000,0
1289.080000,1636.920000,212.070000,12.000000,261.505833,1501.150000,0.917058,135.770000,1
1262.280000,1629.820000,0.000000,13.000000,222.469231,1262.280000,0.774490,367.540000,0
1427.230000,1849.000000,181.700000,19.000000,181.996316,1608.930000,0.870162,240.070000,0
1204.570000,1524.580000,169.830000,18.000000,161.054444,1374.400000,0.901494,150.180000,1
1322.720000,1644.570000,152.180000,15.000000,207.964667,1474.900000,0.896830,169.670000,0
1052.710000,1512.710000,108.520000,10.000000,267.394000,1161.230000,0.767649,351.480000,0
1326.970000,1836.720000,115.190000,11.000000,298.080000,1442.160000,0.785182,394.560000,0
2291.960000,3050.000000,164.200000,16.000000,344.135000,2456.160000,0.805298,593.840000,0
2294.870000,3133.420000,138.830000,15.000000,371.141333,2433.700000,0.776691,699.720000,0
2632.340000,3323.470000,168.090000,18.000000,340.216667,2800.430000,0.842622,523.040000,0
2525.770000,3260.060000,125.650000,14.000000,422.248571,2651.420000,0.813304,608.640000,0
2999.300000,3434.240000,122.810000,10.000000,655.635000,3122.110000,0.909112,312.130000,1
2142.860000,3069.800000,135.790000,12.000000,445.704167,2278.650000,0.742280,791.150000,0
1526.740000,1752.130000,35.740000,18.000000,184.145000,1562.480000,0.891760,189.650000,0
1259.960000,1469.870000,23.220000,20.000000,137.652500,1283.180000,0.872989,186.690000,0
1626.710000,1775.650000,46.290000,16.000000,215.540625,1673.000000,0.942190,102.650000,1
1822.610000,1776.580000,37.150000,19.000000,191.386316,1859.760000,1.046820,-83.180000,1
1531.190000,1838.150000,54.500000,19.000000,180.202105,1585.690000,0.862655,252.460000,0
1346.350000,1701.550000,51.500000,21.000000,147.590476,1397.850000,0.821516,303.700000,0
821.660000,906.000000,82.200000,16.000000,113.116250,903.860000,0.997638,2.140000,1
770.260000,910.850000,77.890000,14.000000,125.642857,848.150000,0.931163,62.700000,1
844.640000,867.600000,76.260000,18.000000,99.361111,920.900000,1.061434,-53.300000,1
636.660000,864.540000,76.090000,19.000000,83.015263,712.750000,0.824427,151.790000,0
930.920000,873.740000,95.830000,11.000000,172.771818,1026.750000,1.175121,-153.010000,1
722.480000,905.890000,91.220000,11.000000,156.326364,813.700000,0.898233,92.190000,0
1307.800000,1805.080000,157.100000,12.000000,272.498333,1464.900000,0.811543,340.180000,0
1303.790000,1875.590000,221.240000,11.000000,309.147273,1525.030000,0.813093,350.560000,0
1075.270000,1544.200000,166.650000,11.000000,253.283636,1241.920000,0.804248,302.280000,0
1393.970000,1673.470000,178.670000,20.000000,162.305500,1572.640000,0.939748,100.830000,1
1431.120000,1856.830000,235.150000,21.000000,167.766667,1666.270000,0.897373,190.560000,0
1312.070000,1708.840000,157.140000,21.000000,151.335714,1469.210000,0.859770,239.630000,0
825.550000,1052.870000,50.170000,15.000000,128.572667,875.720000,0.831746,177.150000,0
692.150000,1025.680000,49.470000,12.000000,147.275000,741.620000,0.723052,284.060000,0
914.900000,1164.460000,45.000000,16.000000,132.772500,959.900000,0.824331,204.560000,0
855.440000,971.520000,38.170000,16.000000,116.570625,893.610000,0.919806,77.910000,1
742.640000,910.950000,40.790000,18.000000,94.132222,783.430000,0.860014,127.520000,0
890.330000,1111.390000,57.230000,16.000000,128.684375,947.560000,0.852590,163.830000,0
1608.420000,1968.790000,139.000000,19.000000,195.590000,1747.420000,0.887560,221.370000,0
1436.990000,1650.390000,0.000000,9.000000,343.042222,1436.990000,0.870697,213.400000,0
1653.870000,1796.480000,201.790000,22.000000,166.006364,1855.660000,1.032942,-59.180000,1
1355.790000,1662.230000,151.260000,15.000000,211.285333,1507.050000,0.906643,155.180000,1
